Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate,R,S,T,P,noise,prob_end,repetitions,turns,tournament,n_strategies,run
15,Cooperator,2.574491228070176,0.9701754385964912,0.0,0.9638888888888888,0.5391812865497077,0.4309941520467836,0.0162280701754386,0.0135964912280701,0.9698658347867932,0.9718559875463236,0.9795551421204112,0.9748596698767062,3.46,1.44,4.02,2.68,0.03,0.06,24,76,noisy,16,6
0,Evolved FSM 16,4.20450928381963,0.6606984969053935,5.0,1.0,0.6162687886825818,0.0444297082228116,0.2645888594164456,0.0747126436781609,0.940880316041124,0.3616189252304163,0.2891154923507865,0.2953421805880822,3.9,1.73,5.53,3.26,0.0,0.03,12,29,noisy,14,7
1,Evolved HMM 5,4.1684350132626005,0.6640141467727675,5.0,1.0,0.6206896551724138,0.0433244916003536,0.2559681697612732,0.0800176834659593,0.9979674796747968,0.3962800519818063,0.0,0.1589655610623967,3.9,1.73,5.53,3.26,0.0,0.03,12,29,noisy,14,7
2,"DoubleCrosser: (D, D)",4.108421750663132,0.6713085764809903,12.0,1.0,0.611184792219275,0.0601237842617153,0.2458001768346596,0.0828912466843501,0.9760664565274496,0.7214069415327277,0.2528344671201813,0.0,3.9,1.73,5.53,3.26,0.0,0.03,12,29,noisy,14,7
3,Win-Stay Lose-Shift,3.7849469496021233,0.7840406719717065,1.5,1.0,0.6730769230769231,0.1109637488947833,0.1147214854111405,0.1012378426171529,1.0,0.0,0.0,1.0,3.9,1.73,5.53,3.26,0.0,0.03,12,29,noisy,14,7
4,"ZD-Extort-2: 0.1111111111111111, 0.5",3.767997347480107,0.636604774535809,7.5,1.0,0.5057471264367817,0.1308576480990274,0.1686560565870911,0.1947391688770999,0.9608879891755252,0.6179164735231141,0.2981052532828031,0.0,3.9,1.73,5.53,3.26,0.0,0.03,12,29,noisy,14,7
5,Tit For Tat,3.744323607427057,0.7818302387267905,0.0,1.0,0.6717506631299734,0.1100795755968169,0.0996905393457117,0.1184792219274978,1.0,0.0,1.0,0.0,3.9,1.73,5.53,3.26,0.0,0.03,12,29,noisy,14,7
6,"ZD-GTFT-2: 0.25, 0.5",3.7161405835543775,0.8260389036251106,1.0,1.0,0.7015915119363395,0.124447391688771,0.0923961096374889,0.0815649867374005,1.0,0.2986686098584337,0.7340137962386173,0.0807081220713037,3.9,1.73,5.53,3.26,0.0,0.03,12,29,noisy,14,7
7,Meta Mixer: 13 players,3.679376657824935,0.5267462422634837,8.5,0.8141025641025641,0.3255968169761273,0.2011494252873563,0.2338638373121132,0.2393899204244031,0.6145096511499712,0.4064902912804978,0.5625649383348326,0.4243376853773668,3.9,1.73,5.53,3.26,0.0,0.03,12,29,noisy,14,7
8,GTFT: 0.33,3.654681697612734,0.8724580017683466,0.0,1.0,0.7250221043324492,0.1474358974358974,0.0647656940760389,0.0627763041556145,1.0,0.3638697667382368,1.0,0.349369812915507,3.9,1.73,5.53,3.26,0.0,0.03,12,29,noisy,14,7
